book_title,isbn,isbn13,asin,year_first_published,author,num_pages,genres,num_ratings,average_rating,rating_distribution
The Harp of the Grey Rose,0142400602,9780142400609,0142400602,1985.0,Charles de Lint,277,"['Fantasy', 'Fiction', 'Young Adult', 'Science Fiction Fantasy', 'Urban Fantasy', 'Romance', 'Collections']",1237,3.78,"{'5 Stars': 332, '4 Stars': 422, '3 Stars': 389, '2 Stars': 73, '1 Star': 21}"
Epic,0670061794,9780670061792,0670061794,2004.0,Conor Kostick,384,"['Fantasy', 'Science Fiction', 'Young Adult', 'Dystopia', 'Fiction', 'Adventure', 'Teen']",6775,3.96,"{'5 Stars': 2514, '4 Stars': 2268, '3 Stars': 1386, '2 Stars': 440, '1 Star': 167}"
A Strange Manuscript found in a Copper Cylinder,0773521674,9780773521674,0773521674,1888.0,James De Mille,460,"['Science Fiction', 'Fantasy', 'Fiction', 'Classics', 'Adventure', 'Canada', '19th Century']",956,3.29,"{'5 Stars': 121, '4 Stars': 268, '3 Stars': 374, '2 Stars': 151, '1 Star': 42}"
The Endlands,0976351048,9780976351047,0976351048,2011.0,Vincent Hobbes,320,"['Horror', 'Short Stories', 'Anthologies', 'Fantasy', 'Paranormal', 'Fiction', 'Science Fiction']",135,3.93,"{'5 Stars': 49, '4 Stars': 48, '3 Stars': 24, '2 Stars': 8, '1 Star': 6}"
Shelby & Shauna Kitt and the Dimensional Holes,0615475442,9780615475448,0615475442,2010.0,P.H.C. Marchesi,348,"['Fantasy', 'Science Fiction', 'Fiction', 'Young Adult']",52,4.21,"{'5 Stars': 24, '4 Stars': 18, '3 Stars': 8, '2 Stars': 1, '1 Star': 1}"
The Secret Crusade,0441020992,9780441020997,0441020992,2011.0,Oliver Bowden,453,"['Fantasy', 'Historical Fiction', 'Fiction', 'Adventure', 'Video Games', 'Historical', 'Science Fiction']",9643,4.0,"{'5 Stars': 3606, '4 Stars': 3271, '3 Stars': 2086, '2 Stars': 530, '1 Star': 150}"
The Best of the Nebulas,0312931840,9780312931841,0312931840,1989.0,Ben Bova,608,"['Science Fiction', 'Short Stories', 'Anthologies', 'Fantasy', 'Short Story Collection', 'Fiction']",108,4.27,"{'5 Stars': 43, '4 Stars': 52, '3 Stars': 12, '2 Stars': 1, '1 Star': 0}"
The Game-Players of Titan,0007115881,9780007115884,0007115881,1963.0,Philip K. Dick,223,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Novels', 'Speculative Fiction', 'Dystopia', 'Fantasy']",4923,3.65,"{'5 Stars': 815, '4 Stars': 1989, '3 Stars': 1740, '2 Stars': 341, '1 Star': 38}"
The Starfollowers of Coramonde,0345339541,9780345339546,0345339541,1979.0,Brian Daley,360,"['Fantasy', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy']",463,3.86,"{'5 Stars': 119, '4 Stars': 194, '3 Stars': 119, '2 Stars': 29, '1 Star': 2}"
The Doomfarers of Coramonde,0595437451,9780595437450,0595437451,1977.0,Brian Daley,356,"['Fantasy', 'Fiction', 'Science Fiction', 'Audiobook', 'Speculative Fiction', 'Adult', 'Science Fiction Fantasy']",1105,3.86,"{'5 Stars': 317, '4 Stars': 410, '3 Stars': 297, '2 Stars': 63, '1 Star': 18}"
Fall of the White Ship Avatar,0345329198,9780345329196,0345329198,1986.0,Brian Daley,356,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Adventure']",397,4.14,"{'5 Stars': 156, '4 Stars': 158, '3 Stars': 70, '2 Stars': 10, '1 Star': 3}"
Soft Apocalypse,159780276,9781597802765,159780276X,2011.0,Will McIntosh,256,"['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Dystopia', 'Apocalyptic', 'Speculative Fiction', 'Survival']",2747,3.52,"{'5 Stars': 515, '4 Stars': 958, '3 Stars': 853, '2 Stars': 296, '1 Star': 125}"
Phoenix Rising,0140376283,9780140376289,0140376283,1994.0,Karen Hesse,192,"['Young Adult', 'Fiction', 'Historical Fiction', 'Realistic Fiction', 'Middle Grade', 'Childrens', 'Science Fiction']",1731,3.96,"{'5 Stars': 584, '4 Stars': 630, '3 Stars': 401, '2 Stars': 88, '1 Star': 28}"
The Magician King,043402080,9780434020805,043402080X,2011.0,Lev Grossman,432,"['Fantasy', 'Fiction', 'Magic', 'Audiobook', 'Urban Fantasy', 'Young Adult', 'Science Fiction Fantasy']",103343,3.93,"{'5 Stars': 29561, '4 Stars': 44405, '3 Stars': 22968, '2 Stars': 4892, '1 Star': 1517}"
H.I.V.E. Higher Institute of Villainous Education,1416935711,9781416935711,1416935711,2006.0,Mark Walden,320,"['Young Adult', 'Science Fiction', 'Adventure', 'Fiction', 'Fantasy', 'Middle Grade', 'Action']",15218,4.07,"{'5 Stars': 6307, '4 Stars': 5033, '3 Stars': 2864, '2 Stars': 693, '1 Star': 321}"
River of Blue Fire,0886778441,9780886778446,0886778441,1998.0,Tad Williams,675,"['Fantasy', 'Science Fiction', 'Fiction', 'Cyberpunk', 'Science Fiction Fantasy', 'Audiobook', 'Adventure']",16717,4.04,"{'5 Stars': 5913, '4 Stars': 6616, '3 Stars': 3277, '2 Stars': 742, '1 Star': 169}"
Mountain of Black Glass,0886779065,9780886779061,0886779065,1999.0,Tad Williams,749,"['Fantasy', 'Science Fiction', 'Fiction', 'Cyberpunk', 'Science Fiction Fantasy', 'Audiobook', 'Adventure']",16311,4.08,"{'5 Stars': 6143, '4 Stars': 6281, '3 Stars': 3060, '2 Stars': 642, '1 Star': 185}"
"The Lion, the Witch and the Wardrobe",isbn not found,isbn13 not found,B000QQKTGI,1950.0,C.S. Lewis,206,"['Classics', 'Middle Grade', 'Adventure', 'Childrens', 'Audiobook', 'Magic', 'Science Fiction Fantasy']",3022700,4.24,"{'5 Stars': 1487467, '4 Stars': 943478, '3 Stars': 457673, '2 Stars': 96313, '1 Star': 37769}"
Sea of Silver Light,0641645473,9780641645471,0641645473,2001.0,Tad Williams,688,"['Fantasy', 'Science Fiction', 'Fiction', 'Cyberpunk', 'Science Fiction Fantasy', 'Audiobook', 'Adventure']",14673,4.15,"{'5 Stars': 6267, '4 Stars': 5217, '3 Stars': 2466, '2 Stars': 564, '1 Star': 159}"
Perelandra,0007157169,9780007157167,0007157169,1943.0,C.S. Lewis,314,"['Fiction', 'Science Fiction', 'Fantasy', 'Christian', 'Classics', 'Christian Fiction', 'Science Fiction Fantasy']",57805,4.01,"{'5 Stars': 22233, '4 Stars': 19320, '3 Stars': 11743, '2 Stars': 3550, '1 Star': 959}"
That Hideous Strength,0007157177,9780007157174,0007157177,1945.0,C.S. Lewis,534,"['Fiction', 'Science Fiction', 'Fantasy', 'Christian', 'Classics', 'Christian Fiction', 'Science Fiction Fantasy']",44076,3.93,"{'5 Stars': 15799, '4 Stars': 14370, '3 Stars': 9791, '2 Stars': 3104, '1 Star': 1012}"
Swarm,isbn not found,isbn13 not found,B004H8FVEQ,2010.0,B.V. Larson,263,"['Science Fiction', 'Audiobook', 'Fiction', 'Space Opera', 'Military Fiction', 'Military Science Fiction', 'Space']",8318,3.78,"{'5 Stars': 2259, '4 Stars': 3074, '3 Stars': 2116, '2 Stars': 646, '1 Star': 223}"
The Case of the Vanishing Boy,0671560069,9780671560065,0671560069,1979.0,Alexander Key,213,"['Science Fiction', 'Young Adult', 'Fantasy', 'Fiction', 'Adventure', 'Childrens', 'Middle Grade']",201,4.16,"{'5 Stars': 89, '4 Stars': 71, '3 Stars': 29, '2 Stars': 9, '1 Star': 3}"
A Wizard's Dozen: Stories of the Fantastic,0590865420,9780590865425,0590865420,1993.0,Michael Stearns,186,"['Fantasy', 'Short Stories', 'Fiction', 'Anthologies', 'Young Adult', 'Science Fiction Fantasy', 'Young Adult Fantasy']",213,3.81,"{'5 Stars': 58, '4 Stars': 72, '3 Stars': 70, '2 Stars': 10, '1 Star': 3}"
Fires of Aggar,isbn not found,isbn13 not found,B004GNFUV6,1994.0,Chris Anne Wolfe,275,"['Fantasy', 'Lesbian', 'LGBT', 'Romance', 'Lesbian Romance', 'Audiobook', 'Science Fiction']",218,4.05,"{'5 Stars': 81, '4 Stars': 76, '3 Stars': 53, '2 Stars': 6, '1 Star': 2}"
The Polymorph,1803133961,9781803133966,B0BTML98B4,2023.0,Max Nowaz,Kindle Edition,"['Science Fiction', 'Fiction', 'Space', 'Teen', 'Space Opera', 'Young Adult', 'Novels']",15546,4.28,"{'5 Stars': 6939, '4 Stars': 7068, '3 Stars': 737, '2 Stars': 524, '1 Star': 278}"
The Colour Out of Space,0141196106,9780141196107,0141196106,1927.0,H.P. Lovecraft,78,"['Horror', 'Short Stories', 'Fiction', 'Science Fiction', 'Fantasy', 'Lovecraftian', 'Audiobook']",10430,4.03,"{'5 Stars': 3469, '4 Stars': 4394, '3 Stars': 2105, '2 Stars': 384, '1 Star': 78}"
Der Turm,3492702236,9783492702232,3492702236,2012.0,Wolfgang Hohlbein,619,"['Fantasy', 'Science Fiction']",82,2.85,"{'5 Stars': 7, '4 Stars': 16, '3 Stars': 29, '2 Stars': 18, '1 Star': 12}"
Stone of Farewell,0886774357,9780886774356,0886774357,1990.0,Tad Williams,589,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Young Adult']",51524,4.1,"{'5 Stars': 20022, '4 Stars': 19966, '3 Stars': 8923, '2 Stars': 1951, '1 Star': 662}"
The Coming Race,143461672,9781434616722,143461672X,1871.0,Edward Bulwer-Lytton,148,"['Science Fiction', 'Fiction', 'Classics', 'Fantasy', '19th Century', 'Literature', 'Occult']",1709,3.25,"{'5 Stars': 262, '4 Stars': 430, '3 Stars': 600, '2 Stars': 315, '1 Star': 102}"
Invasion,1401685099,9781401685096,B004GB0OPU,2010.0,Jon S. Lewis,337,"['Young Adult', 'Science Fiction', 'Fantasy', 'Aliens', 'Adventure', 'Christian Fiction', 'Fiction']",1524,3.7,"{'5 Stars': 401, '4 Stars': 526, '3 Stars': 397, '2 Stars': 143, '1 Star': 57}"
Caught In Time,0983106614,9780983106616,0983106614,2010.0,Sheron Wood McCartha,401,"['Time Travel', 'Science Fiction', 'Fantasy', 'Amazon']",75,3.6,"{'5 Stars': 23, '4 Stars': 19, '3 Stars': 19, '2 Stars': 8, '1 Star': 6}"
Ruins,1441820310,9781441820310,1441820310,2012.0,Orson Scott Card,Audio CD,"['Fantasy', 'Science Fiction', 'Young Adult', 'Fiction', 'Science Fiction Fantasy', 'Time Travel', 'Audiobook']",11843,3.91,"{'5 Stars': 3415, '4 Stars': 4807, '3 Stars': 2859, '2 Stars': 645, '1 Star': 117}"
Beyond the Gap,0765317109,9780765317100,0765317109,2007.0,Harry Turtledove,336,"['Fantasy', 'Fiction', 'Alternate History', 'Historical Fiction', 'Audiobook', 'Science Fiction', 'Historical']",520,3.39,"{'5 Stars': 90, '4 Stars': 151, '3 Stars': 176, '2 Stars': 79, '1 Star': 24}"
Heir to Power,1450278809,9781450278805,1450278809,2010.0,Michele Poague,564,"['Science Fiction', 'Fantasy']",29,4.03,"{'5 Stars': 12, '4 Stars': 10, '3 Stars': 4, '2 Stars': 2, '1 Star': 1}"
In the Balance,034542056,9780345420565,034542056X,1994.0,Harry Turtledove,465,"['Science Fiction', 'Alternate History', 'Fiction', 'Historical Fiction', 'War', 'Fantasy', 'Military Fiction']",7129,3.83,"{'5 Stars': 1839, '4 Stars': 2908, '3 Stars': 1816, '2 Stars': 445, '1 Star': 121}"
Striking the Balance,0345412087,9780345412089,0345412087,1996.0,Harry Turtledove,547,"['Alternate History', 'Science Fiction', 'Fiction', 'Historical Fiction', 'War', 'Military Fiction', 'Fantasy']",4608,3.84,"{'5 Stars': 1182, '4 Stars': 1851, '3 Stars': 1283, '2 Stars': 252, '1 Star': 40}"
Ruled Britannia,0451460847,9780451460844,0451460847,2002.0,Harry Turtledove,464,"['Alternate History', 'Historical Fiction', 'Fiction', 'Science Fiction', 'Fantasy', 'Historical', 'Speculative Fiction']",2193,3.71,"{'5 Stars': 539, '4 Stars': 809, '3 Stars': 576, '2 Stars': 208, '1 Star': 61}"
Videssos Besieged,0345402995,9780345402998,0345402995,1998.0,Harry Turtledove,373,"['Fantasy', 'Science Fiction', 'Alternate History', 'Science Fiction Fantasy']",207,3.86,"{'5 Stars': 60, '4 Stars': 69, '3 Stars': 66, '2 Stars': 12, '1 Star': 0}"
The Legion of Videssos,0345330692,9780345330697,0345330692,1987.0,Harry Turtledove,413,"['Fantasy', 'Fiction', 'Historical Fiction', 'Science Fiction', 'Alternate History', 'Science Fiction Fantasy', 'Epic Fantasy']",1074,3.93,"{'5 Stars': 293, '4 Stars': 465, '3 Stars': 273, '2 Stars': 39, '1 Star': 4}"
The Lost World,0812967259,9780812967258,0812967259,1912.0,Arthur Conan Doyle,272,"['Classics', 'Science Fiction', 'Fiction', 'Adventure', 'Fantasy', 'Audiobook', 'Dinosaurs']",70770,3.93,"{'5 Stars': 21758, '4 Stars': 26915, '3 Stars': 18012, '2 Stars': 3364, '1 Star': 721}"
Krispos the Emperor,0345380460,9780345380463,0345380460,1994.0,Harry Turtledove,387,"['Fantasy', 'Fiction', 'Science Fiction', 'Epic Fantasy', 'Historical Fiction', 'Alternate History', 'Speculative Fiction']",442,3.78,"{'5 Stars': 102, '4 Stars': 179, '3 Stars': 127, '2 Stars': 31, '1 Star': 3}"
A Point of Honor,0886777917,9780886777913,0886777917,1998.0,Dorothy J. Heydt,302,"['Science Fiction', 'Fantasy', 'Science Fiction Fantasy']",104,3.79,"{'5 Stars': 28, '4 Stars': 36, '3 Stars': 32, '2 Stars': 6, '1 Star': 2}"
The Guns of the South,0345413660,9780345413666,0345413660,1992.0,Harry Turtledove,528,"['Alternate History', 'Science Fiction', 'Fiction', 'Historical Fiction', 'Time Travel', 'Civil War', 'Fantasy']",9424,3.96,"{'5 Stars': 3023, '4 Stars': 3798, '3 Stars': 1960, '2 Stars': 478, '1 Star': 165}"
Between the Rivers,0812545206,9780812545203,0812545206,1998.0,Harry Turtledove,416,"['Fantasy', 'Fiction', 'Historical Fiction', 'Alternate History', 'Science Fiction', 'Historical Fantasy', 'Historical']",357,3.61,"{'5 Stars': 74, '4 Stars': 112, '3 Stars': 135, '2 Stars': 31, '1 Star': 5}"
An Emperor for the Legion,0345330684,9780345330680,0345330684,1987.0,Harry Turtledove,322,"['Fantasy', 'Fiction', 'Alternate History', 'Science Fiction', 'Historical Fiction', 'Historical Fantasy', 'Military Fiction']",1186,3.93,"{'5 Stars': 332, '4 Stars': 492, '3 Stars': 317, '2 Stars': 39, '1 Star': 6}"
Swords of the Legion,0345330706,9780345330703,0345330706,1987.0,Harry Turtledove,394,"['Fantasy', 'Fiction', 'Alternate History', 'Science Fiction', 'Historical Fiction', 'Science Fiction Fantasy', 'Speculative Fiction']",1134,4.0,"{'5 Stars': 346, '4 Stars': 487, '3 Stars': 261, '2 Stars': 30, '1 Star': 10}"
Passage,0061798223,9780061798221,0061798223,2008.0,Lois McMaster Bujold,448,"['Fantasy', 'Romance', 'Fiction', 'Audiobook', 'Fantasy Romance', 'Science Fiction Fantasy', 'Magic']",7998,3.96,"{'5 Stars': 2550, '4 Stars': 3108, '3 Stars': 1912, '2 Stars': 356, '1 Star': 72}"
Glow,0312590563,9780312590567,0312590563,2011.0,Amy Kathleen Ryan,307,"['Young Adult', 'Science Fiction', 'Dystopia', 'Romance', 'Fantasy', 'Fiction', 'Space']",13653,3.53,"{'5 Stars': 2950, '4 Stars': 4373, '3 Stars': 4017, '2 Stars': 1602, '1 Star': 711}"
Software,9510183709,isbn13 not found,9510183709,1982.0,Rudy Rucker,208,"['Cyberpunk', 'Science Fiction', 'Fiction', 'Speculative Fiction', 'Robots', 'Science Fiction Fantasy', 'Fantasy']",4311,3.74,"{'5 Stars': 1033, '4 Stars': 1609, '3 Stars': 1251, '2 Stars': 331, '1 Star': 87}"
Harrison Bergeron,isbn not found,isbn13 not found,B0DLTB6TVG,1961.0,Kurt Vonnegut Jr.,9,"['Short Stories', 'Fiction', 'Science Fiction', 'Classics', 'Dystopia', 'School', 'Read For School']",21654,4.14,"{'5 Stars': 9174, '4 Stars': 7796, '3 Stars': 3523, '2 Stars': 843, '1 Star': 318}"
Cassidy Jones and the Secret Formula,isbn not found,isbn13 not found,asin not found,2010.0,Elise Stokes,314,"['Young Adult', 'Mystery', 'Science Fiction', 'Superheroes', 'Fantasy', 'Adventure', 'Paranormal']",1229,4.07,"{'5 Stars': 510, '4 Stars': 403, '3 Stars': 230, '2 Stars': 60, '1 Star': 26}"
The Queen's Blade,isbn not found,isbn13 not found,B0DM8YLKWS,2010.0,T.C. Southwell,339,"['Fiction', 'Romance', 'High Fantasy', 'Action', 'Science Fiction', 'Epic', 'Science Fiction Fantasy']",2025,3.93,"{'5 Stars': 700, '4 Stars': 708, '3 Stars': 445, '2 Stars': 120, '1 Star': 52}"
The Golden Torc,0330267191,9780330267199,0330267191,1982.0,Julian  May,384,"['Science Fiction', 'Fantasy', 'Fiction', 'Time Travel', 'Science Fiction Fantasy', 'Speculative Fiction', 'Novels']",7517,4.14,"{'5 Stars': 3100, '4 Stars': 2771, '3 Stars': 1317, '2 Stars': 259, '1 Star': 70}"
Iron Sunrise,1841493368,9781841493367,1841493368,2002.0,Charles Stross,480,"['Science Fiction', 'Fiction', 'Space Opera', 'Audiobook', 'Singularity', 'Cyberpunk', 'Hard Science Fiction']",9362,3.98,"{'5 Stars': 2769, '4 Stars': 4109, '3 Stars': 2061, '2 Stars': 353, '1 Star': 70}"
The Atrocity Archives,0441013651,9780441013654,0441013651,2004.0,Charles Stross,345,"['Science Fiction', 'Fantasy', 'Horror', 'Fiction', 'Urban Fantasy', 'Humor', 'Audiobook']",26753,3.9,"{'5 Stars': 7954, '4 Stars': 10715, '3 Stars': 6039, '2 Stars': 1469, '1 Star': 576}"
The River of Time,1857234138,9781857234138,1857234138,1986.0,David Brin,352,"['Science Fiction', 'Fiction', 'Short Stories', 'Anthologies', 'Fantasy', 'Collections', 'Science Fiction Fantasy']",1688,3.86,"{'5 Stars': 441, '4 Stars': 658, '3 Stars': 508, '2 Stars': 68, '1 Star': 13}"
Outpost,0312650094,9780312650094,0312650094,2012.0,Ann Aguirre,317,"['Dystopia', 'Young Adult', 'Zombies', 'Post Apocalyptic', 'Science Fiction', 'Fantasy', 'Romance']",33314,4.1,"{'5 Stars': 12947, '4 Stars': 12676, '3 Stars': 6059, '2 Stars': 1205, '1 Star': 427}"
The Tripods Trilogy,0020425716,9780020425717,0020425716,1967.0,John Christopher,224,"['Science Fiction', 'Young Adult', 'Fiction', 'Childrens', 'Dystopia', 'Fantasy', 'Aliens']",3000,4.2,"{'5 Stars': 1262, '4 Stars': 1209, '3 Stars': 433, '2 Stars': 72, '1 Star': 24}"
False Memory,1423149769,9781423149767,1423149769,2012.0,Dan Krokos,336,"['Young Adult', 'Science Fiction', 'Dystopia', 'Fantasy', 'Romance', 'Mystery', 'Paranormal']",6146,3.74,"{'5 Stars': 1755, '4 Stars': 2025, '3 Stars': 1606, '2 Stars': 520, '1 Star': 240}"
"In Yana, the Touch of Undying",0886770807,9780886770808,0886770807,1985.0,Michael   Shea,1,"['Fantasy', 'Horror', 'Fiction', 'Sword and Sorcery', 'Science Fiction', 'Science Fiction Fantasy', 'Weird Fiction']",194,4.02,"{'5 Stars': 77, '4 Stars': 59, '3 Stars': 44, '2 Stars': 12, '1 Star': 2}"
Outpost,1444709038,9781444709032,1444709038,2011.0,Adam Baker,388,"['Horror', 'Zombies', 'Fiction', 'Post Apocalyptic', 'Science Fiction', 'Apocalyptic', 'Thriller']",2651,3.64,"{'5 Stars': 631, '4 Stars': 896, '3 Stars': 764, '2 Stars': 266, '1 Star': 94}"
The Measure of the Magic,0345484207,9780345484208,0345484207,2011.0,Terry Brooks,383,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Magic', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure']",9029,4.06,"{'5 Stars': 3330, '4 Stars': 3425, '3 Stars': 1851, '2 Stars': 345, '1 Star': 78}"
The Pharaoh Contract,0553291181,9780553291186,0553291181,1991.0,Ray Aldridge,Mass Market Paperback,"['Science Fiction', 'Fiction']",156,3.85,"{'5 Stars': 54, '4 Stars': 43, '3 Stars': 45, '2 Stars': 10, '1 Star': 4}"
Bumper Crop,1930846339,9781930846333,1930846339,2004.0,Joe R. Lansdale,199,"['Horror', 'Short Stories', 'Fiction', 'Anthologies', 'Collections', 'Audiobook', 'Science Fiction']",769,3.97,"{'5 Stars': 227, '4 Stars': 341, '3 Stars': 160, '2 Stars': 34, '1 Star': 7}"
The Bradbury Report,1602861315,9781602861312,B003Z0CR5I,2010.0,Steven Polansky,336,"['Science Fiction', 'Fiction', 'Dystopia', 'Science Fiction Fantasy', 'Speculative Fiction', 'Audiobook', 'Thriller']",348,3.2,"{'5 Stars': 42, '4 Stars': 106, '3 Stars': 106, '2 Stars': 69, '1 Star': 25}"
The Birthgrave,0860079422,9780860079422,0860079422,1975.0,Tanith Lee,408,"['Fantasy', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy', 'Sword and Sorcery', 'Speculative Fiction', 'High Fantasy']",1720,3.78,"{'5 Stars': 497, '4 Stars': 593, '3 Stars': 434, '2 Stars': 139, '1 Star': 57}"
Joe R. Lansdale's The Drive-In,1592910289,9781592910281,1592910289,1988.0,Joe R. Lansdale,112,"['Horror', 'Fiction', 'Graphic Novels', 'Fantasy', 'Comics', 'Science Fiction', 'Humor']",1409,3.92,"{'5 Stars': 451, '4 Stars': 521, '3 Stars': 322, '2 Stars': 97, '1 Star': 18}"
Encrypted,isbn not found,isbn13 not found,B0DTRTVRQ5,2011.0,Lindsay Buroker,350,"['Fantasy', 'Steampunk', 'Romance', 'Science Fiction', 'Fiction', 'Adventure', 'Magic']",3585,4.22,"{'5 Stars': 1578, '4 Stars': 1346, '3 Stars': 549, '2 Stars': 86, '1 Star': 26}"
The Song of Homana,0552131199,9780552131193,0552131199,1985.0,Jennifer Roberson,347,"['Fantasy', 'Fiction', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy', 'Adult', 'Shapeshifters']",1933,3.98,"{'5 Stars': 638, '4 Stars': 729, '3 Stars': 478, '2 Stars': 73, '1 Star': 15}"
MILA 2.0,0062090364,9780062090362,0062090364,2013.0,Debra Driza,470,"['Young Adult', 'Science Fiction', 'Dystopia', 'Romance', 'Fantasy', 'Fiction', 'Thriller']",11772,3.69,"{'5 Stars': 3139, '4 Stars': 3840, '3 Stars': 3212, '2 Stars': 1144, '1 Star': 437}"
Swords Against Wizardry,0441791948,9780441791941,0441791948,1968.0,Fritz Leiber,188,"['Fantasy', 'Fiction', 'Sword and Sorcery', 'Short Stories', 'Science Fiction Fantasy', 'Adventure', 'Science Fiction']",4520,4.1,"{'5 Stars': 1581, '4 Stars': 1927, '3 Stars': 908, '2 Stars': 89, '1 Star': 15}"
The Iron Khan,1456409166,9781456409166,1456409166,2009.0,Liz Williams,327,"['Fantasy', 'Urban Fantasy', 'Mystery', 'Fiction', 'Paranormal', 'China', 'Science Fiction Fantasy']",310,3.79,"{'5 Stars': 78, '4 Stars': 112, '3 Stars': 99, '2 Stars': 20, '1 Star': 1}"
The Ladies of Mandrigyn,0345309197,9780345309198,0345309197,1984.0,Barbara Hambly,311,"['Fantasy', 'Fiction', 'Magic', 'Science Fiction Fantasy', 'Sword and Sorcery', 'Epic Fantasy', 'Adventure']",3410,3.98,"{'5 Stars': 1037, '4 Stars': 1439, '3 Stars': 787, '2 Stars': 116, '1 Star': 31}"
Ill Met in Lankhmar,1565048946,9781565048942,1565048946,1970.0,Fritz Leiber,494,"['Fantasy', 'Fiction', 'Sword and Sorcery', 'Short Stories', 'Science Fiction Fantasy', 'Adventure', 'Pulp']",2953,4.15,"{'5 Stars': 1193, '4 Stars': 1149, '3 Stars': 503, '2 Stars': 78, '1 Star': 30}"
